positive	AMBIENCE#GENERAL	open kitchen	71:83	Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.
negative	FOOD#QUALITY	penne w/ chicken	133:149	The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.
positive	FOOD#QUALITY	food	7:11	Subtle food and service
positive	FOOD#QUALITY	bagels	56:62	When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.
positive	FOOD#QUALITY	pita	56:60	I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.
positive	FOOD#STYLE_OPTIONS	regular roll	25:37	One special roll and one regular roll is enough to fill you up, but save room for dessert!
negative	RESTAURANT#PRICES	place	118:123	But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food
positive	FOOD#QUALITY	Spicy Scallop roll	23:41	Make sure you have the Spicy Scallop roll.. .
positive	SERVICE#GENERAL	service	4:11	The service was excellent and the food was delicious.
positive	FOOD#QUALITY	appetizers	10:20	Look, the appetizers were really good.
positive	RESTAURANT#GENERAL	place	40:45	im not necessarily fanatical about this place, but it was a fun time for low pirces.
positive	SERVICE#GENERAL	service	19:26	I've never had bad service and the fish is fresh and delicious.
positive	FOOD#QUALITY	Pam's special fried fish	7:31	We had Pam's special fried fish and it was amazing.
negative	FOOD#QUALITY	pizza	12:17	I think the pizza is so overrated and was under cooked.
positive	FOOD#PRICES	Food	0:4	Food is great and inexpensive.
positive	FOOD#QUALITY	food	99:103	I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.
positive	FOOD#QUALITY	food	4:8	The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.
negative	FOOD#STYLE_OPTIONS	entree	4:10	The entree was bland and small, dessert was not inspired.
positive	FOOD#QUALITY	food	4:8	The food was average or above including some surprising tasty dishes.
positive	FOOD#QUALITY	pumkin tortelini	160:176	The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.
positive	FOOD#QUALITY	wings with chimmichuri	43:65	quacamole at pacifico is yummy, as are the wings with chimmichuri.
positive	FOOD#QUALITY	Shabu Shabu	6:17	Great Shabu Shabu
positive	RESTAURANT#GENERAL	restaurant	22:32	Everything about this restaurant was special.
positive	FOOD#QUALITY	eats	45:49	If you are looking for a good quality, cheap eats - this is the place.
positive	RESTAURANT#PRICES	place	40:45	im not necessarily fanatical about this place, but it was a fun time for low pirces.
positive	FOOD#QUALITY	sushi	41:46	An unpretentious spot in Park Slope, the sushi is consistently good, the service is pleasant, effective and unassuming.
positive	FOOD#QUALITY	Pizza	7:12	Awsome Pizza especially the Margheritta slice.
negative	SERVICE#GENERAL	front of house staff	26:46	Each time we've been, the front of house staff (not the waiters - they're fantastic - but the people who greet and seat you) has been so hideous to us that were it not for the exceptional fish dishes I would never return. 
positive	AMBIENCE#GENERAL	decor	28:33	Went here last night - nice decor, good service, but the food was surprisingly excellent.
positive	RESTAURANT#MISCELLANEOUS	spot	10:14	Excellent spot for holiday get togethers with co-workers or friends that you haven't seen in a while.
positive	FOOD#QUALITY	Food	0:4	Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).
positive	FOOD#QUALITY	food	93:97	Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!
positive	FOOD#QUALITY	brioche and lollies	4:23	The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.
positive	FOOD#QUALITY	food	4:8	The food is reliable and the price is moderate.
negative	FOOD#QUALITY	food	76:80	Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.
negative	RESTAURANT#GENERAL	place	25:30	I wish I could like this place more, and I wish someone would retrain the staff.
positive	FOOD#QUALITY	food	35:39	This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.
positive	RESTAURANT#GENERAL	restaurant	51:61	All in all, I would return - as it was a beautiful restaurant - but I hope the staff pays more attention to the little details in the future.
negative	AMBIENCE#GENERAL	interior	29:37	Excellent food, although the interior could use some help.
negative	FOOD#STYLE_OPTIONS	menu	26:30	but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.
negative	FOOD#QUALITY	dessert	15:22	We thought the dessert would be better, Wrong!
negative	FOOD#PRICES	sandwiches	4:14	The sandwiches are dry, tasteless and way overpriced.
negative	DRINKS#STYLE_OPTIONS	wines by the glass	11:29	Not enough wines by the glass either.
positive	FOOD#QUALITY	food	26:30	Everything was wonderful; food, drinks, staff, mileau.
positive	RESTAURANT#GENERAL	Patis	15:20	And where does Patis go wrong; no where. 
positive	RESTAURANT#GENERAL	place	47:52	My Girlfriend and I stumbled onto this hopping place the other night and had a great time!
positive	FOOD#QUALITY	lunch buffet	4:16	The lunch buffet is expensive but is deff worth it.
negative	DRINKS#PRICES	wines	23:28	Slightly above average wines start at $70+ with only one selection listed at $30+.
positive	FOOD#QUALITY	food	6:10	Great food!
positive	SERVICE#GENERAL	service	77:84	Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.
positive	SERVICE#GENERAL	waitstaff	46:55	From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.
positive	RESTAURANT#GENERAL	Chennai Garden	0:14	Chennai Garden is my favorite Indian restaurant in the city.
positive	FOOD#QUALITY	crab cakes	10:20	Delicious crab cakes too.
negative	SERVICE#GENERAL	manager	4:11	The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.
negative	FOOD#QUALITY	vegetarian dishes	31:48	Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.
positive	RESTAURANT#GENERAL	Jeckll and Hydes	17:33	However, I think Jeckll and Hydes t is one of those places that is fun to do once.
negative	FOOD#QUALITY	food	4:8	The food was mediocre at best but it was the horrible service that made me vow never to go back.
positive	RESTAURANT#GENERAL	PLACE	12:17	I lOVE THIS PLACE!
positive	DRINKS#PRICES	drinks	4:10	the drinks are amazing and half off till 8pm.
negative	FOOD#STYLE_OPTIONS	japanese tapas	15:29	The concept of japanese tapas is newly created and clearly doesn't work.
positive	RESTAURANT#GENERAL	place	13:18	What a great place.
positive	SERVICE#GENERAL	people	48:54	Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.
positive	FOOD#QUALITY	lobster roll	12:24	I heard the lobster roll was excellent. 
negative	RESTAURANT#MISCELLANEOUS	place	33:38	Be prepared to wait, because the place is pretty tiny.
positive	FOOD#QUALITY	assorted sashimi	129:145	We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.
positive	FOOD#QUALITY	meal	21:25	It's simply the best meal in NYC.
positive	AMBIENCE#GENERAL	place	66:71	also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!
positive	SERVICE#GENERAL	Staff	0:5	Staff is very accomodating.
positive	SERVICE#GENERAL	staff	4:9	The staff was the friendliest that have seen in New York.
positive	RESTAURANT#GENERAL	Jekyll and Hyde	48:63	If you want something really different than try Jekyll and Hyde.
positive	FOOD#QUALITY	pork belly tacos	96:112	Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.
positive	SERVICE#GENERAL	Raymond	0:7	Raymond the bartender rocks!
positive	AMBIENCE#GENERAL	place	4:9	The place is beautiful!
positive	FOOD#QUALITY	rose special roll	33:50	Try the lobster teriyaki and the rose special roll.
negative	RESTAURANT#MISCELLANEOUS	place	22:27	It's definately not a place to go if you want to impress someone.
neutral	FOOD#QUALITY	food	4:8	The food is okay and the prices here are mediocre.
positive	SERVICE#GENERAL	Service	0:7	Service was devine, oysters where a sensual as they come, and the price can't be beat!!!
neutral	RESTAURANT#GENERAL	restaurant	4:14	The restaurant is cute but not upscale.
positive	FOOD#STYLE_OPTIONS	meal	83:87	The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.
positive	FOOD#QUALITY	Red Dragon Roll	0:15	Red Dragon Roll - my favorite thing to eat, of any food group - hands down
positive	FOOD#QUALITY	Ravioli	0:7	Ravioli was good...but I have to say that I found everything a bit overpriced.
negative	RESTAURANT#MISCELLANEOUS	place	41:46	first it took us a long time to find the place.
positive	FOOD#QUALITY	food	4:8	The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.
positive	SERVICE#GENERAL	service	74:81	We went around 9:30 on a Friday and it had died down a bit by then so the service was great!
positive	FOOD#QUALITY	food	12:16	We love the food, drinks, and atmosphere!
positive	FOOD#QUALITY	dessert	42:49	The mussels were fantastic and so was the dessert...definitely going to be back very soon.
positive	AMBIENCE#GENERAL	Decor	0:5	Decor is nice though service can be spotty.
positive	FOOD#QUALITY	Shabu Shabu	12:23	But for the Shabu Shabu, you won't find much better in NY.
negative	RESTAURANT#GENERAL	place	9:14	How this place survives the competitive west village market in this economy, or any other for that matter, is beyond me.
negative	FOOD#QUALITY	food	38:42	My main concern was the sanity of the food that was being sent out to myself and others, but I would be lying is I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation.
positive	RESTAURANT#GENERAL	Heartland Brewery	42:59	I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!
positive	RESTAURANT#GENERAL	restaurant	73:83	On a recent Sunday afternoon, a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT.
positive	AMBIENCE#GENERAL	Indoor	0:6	Indoor was very cozy and cute.
positive	FOOD#QUALITY	sushi	41:46	The portion sizes here are huge, and the sushi is good.
neutral	AMBIENCE#GENERAL	ambience	17:25	The location and ambience is Ok but the food is what makes up for it.
positive	FOOD#STYLE_OPTIONS	Lobster Bisque	6:20	I had Lobster Bisque it has 2 oz. of Maine Lobster in it.
positive	RESTAURANT#PRICES	place	20:25	This is a wonderful place on all stand points especially value ofr money.
positive	DRINKS#PRICES	martinis	4:12	The martinis are amazing and very fairly priced.
positive	FOOD#QUALITY	fish	4:8	The fish was really,really fresh.
positive	FOOD#QUALITY	food	37:41	fresh restaurant was amazing........ food was delicious and of course fresh.
negative	FOOD#QUALITY	hanger steak	4:16	The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.
positive	RESTAURANT#GENERAL	PLACE	58:63	I CAN EAT HERE EVERY DAY OF THE WEEK REALLY LOL LOVE THIS PLACE ...)
neutral	RESTAURANT#MISCELLANEOUS	Bark	52:56	Though it's been crowded most times I've gone here, Bark always delivers on their food.
positive	FOOD#QUALITY	food	4:8	The food is excellent! 
negative	FOOD#QUALITY	chow fun and chow see	3:24	My chow fun and chow see was really bland and oily.
positive	FOOD#QUALITY	pasta mains	75:86	The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.
