positive	AMBIENCE#GENERAL	seating	18:25	short and sweet – seating is great:it's romantic,cozy and private.
positive	RESTAURANT#GENERAL	place	16:21	Seriously, this place kicks ass.
negative	SERVICE#GENERAL	manager	50:57	I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!
positive	RESTAURANT#MISCELLANEOUS	place	85:90	It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.
negative	AMBIENCE#GENERAL	seats	4:9	The seats are uncomfortable if you are sitting against the wall on wooden benches.
negative	FOOD#STYLE_OPTIONS	servings for main entree	6:30	Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.
positive	RESTAURANT#GENERAL	place	24:29	I absolutely Loved this place.
negative	FOOD#PRICES	chicken tikka masala	54:74	I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.
positive	FOOD#QUALITY	food	4:8	The food was well prepared and the service impecable.
positive	SERVICE#GENERAL	service	18:25	I recieved prompt service with a smile.
positive	FOOD#QUALITY	Unda (Egg) rolls	35:51	I really recommend the very simple Unda (Egg) rolls.
positive	DRINKS#STYLE_OPTIONS	Wine list selection	0:19	Wine list selection is good and wine-by-the-glass was generously filled to the top.
positive	AMBIENCE#GENERAL	ambience	4:12	The ambience was nice, but service wasn't so great.
negative	RESTAURANT#GENERAL	place	5:10	This place is not worth the prices.
positive	SERVICE#GENERAL	waiter	100:106	When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.
negative	FOOD#QUALITY	fish	4:8	The fish was not fresh and the rice tasted old and stale.
positive	RESTAURANT#GENERAL	Williamsburg spot	10:27	This tiny Williamsburg spot is always pleasantly surprising.
negative	SERVICE#GENERAL	gentleman	2:11	A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.
negative	FOOD#QUALITY	Tom Kha soup	8:20	And the Tom Kha soup was pathetic.
positive	RESTAURANT#GENERAL	modern Japanese brasserie	32:57	This is undoubtedly my favorite modern Japanese brasserie (that don’t serve sushi), and in my opinion, one of the most romantic restaurants in the city!
positive	SERVICE#GENERAL	service	49:56	The prices were CHEAP compared to the quality of service and food.
negative	AMBIENCE#GENERAL	atmosphere	4:14	The atmosphere was pretty nice but had a bit lacking, which it tries to make up for with a crazy scheme of mirrors.
negative	FOOD#QUALITY	guacamole	29:38	And $11 for a plate of bland guacamole?
positive	FOOD#QUALITY	pad se ew chicken	4:21	the pad se ew chicken was delicious, however the pad thai was far too oily.
negative	FOOD#QUALITY	meal	140:144	My girlfriend, being slightly more aggressive, and having been equally disgusted causing her to throw out the remainder of her barely eaten meal, called back only to be informed that I was probably wrong and that it was most likely an oyster, and that we were also blacklisted from their restaurant.
positive	FOOD#QUALITY	ceviche mix (special)	90:111	We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.
negative	FOOD#PRICES	food	66:70	With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.
positive	AMBIENCE#GENERAL	vibe	6:10	Great vibe, lots of people.
positive	FOOD#QUALITY	seafood	21:28	Even though its good seafood, the prices are too high.
positive	SERVICE#GENERAL	service	38:45	Noodle pudding is exactly the type of service and food I enjoy.
neutral	SERVICE#GENERAL	service	33:40	sometimes i get good food and ok service.
negative	FOOD#QUALITY	Pizza	0:5	Pizza was a little soggy.
positive	FOOD#QUALITY	dogs	14:18	amazing fresh dogs but best of all endless toppings!!!
positive	RESTAURANT#GENERAL	place	28:33	My roommate and I LOVE this place.
negative	FOOD#STYLE_OPTIONS	food	4:8	The food was delicious but do not come here on a empty stomach.
positive	DRINKS#QUALITY	bottles of wine	0:15	bottles of wine are cheap and good.
positive	FOOD#QUALITY	food	45:49	I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.
negative	FOOD#QUALITY	tuna	41:45	The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.
negative	SERVICE#GENERAL	manager	45:52	This is where it really really gets bad: the manager said, there is absolutely nothing we can do, it's a matter of taste that she didn't like it, and I cannot comp it.
positive	AMBIENCE#GENERAL	place	9:14	Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.
positive	FOOD#QUALITY	pastas	48:54	I LOOOVE their eggplant pizza, as well as their pastas!
positive	FOOD#QUALITY	balance of herbs and tomatoes	86:115	The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.
positive	FOOD#QUALITY	food	6:10	Great food.
positive	SERVICE#GENERAL	staff	30:35	I cannot imagine a friendlier staff working in a restaurant.
negative	SERVICE#GENERAL	service	160:167	With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.
negative	SERVICE#GENERAL	management	17:27	Poor service and management
positive	RESTAURANT#GENERAL	place	23:28	I absolutely love this place!!!
positive	RESTAURANT#GENERAL	Yamato	11:17	Just go to Yamato and order the Red Dragon Roll.
positive	FOOD#QUALITY	food	6:10	great food
negative	RESTAURANT#GENERAL	Restaurant	13:23	Single Worst Restaurant in Manhattan
positive	DRINKS#QUALITY	wines	28:33	Interesting selection, good wines, service fine, fun decor.
positive	DRINKS#STYLE_OPTIONS	Bombay beer	21:32	I started out with a Bombay beer which was big enough for two.
positive	FOOD#QUALITY	Crispy Duck	55:66	Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.
positive	RESTAURANT#MISCELLANEOUS	indian place	75:87	I noticed alot of indian people eatting there which is a great sign for an indian place!
positive	SERVICE#GENERAL	waiter	31:37	Truly the mark of an attentive waiter.
positive	FOOD#QUALITY	Moules	0:6	Moules were excellent, lobster ravioli was VERY salty!
negative	FOOD#STYLE_OPTIONS	menu	4:8	The menu is very limited - i think we counted 4 or 5 entrees.
positive	FOOD#QUALITY	tiramisu	18:26	We concluded with tiramisu chocolate cake, both were delicious.
positive	SERVICE#GENERAL	service	92:99	The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.
positive	FOOD#PRICES	eats	45:49	If you are looking for a good quality, cheap eats - this is the place.
positive	FOOD#QUALITY	ingredients	31:42	The combination of super-fresh ingredients in the dishes are unusual but really delicious.
positive	RESTAURANT#GENERAL	place	34:39	Great food, amazing service, this place is a class act.
positive	FOOD#QUALITY	appetizers	4:14	The appetizers are also delicious!
negative	FOOD#QUALITY	pad thai	49:57	the pad se ew chicken was delicious, however the pad thai was far too oily.
positive	FOOD#QUALITY	pizza	17:22	By far, the best pizza in Manhattan.
negative	FOOD#QUALITY	dish	112:116	I've enjoyed 99% of the dishes we've ordered with the only exceptions being the occasional too-authentic-for-me dish (I'm a daring eater but not THAT daring).
positive	DRINKS#QUALITY	martini	32:39	You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.
positive	FOOD#QUALITY	ingredients	23:34	The crust is thin, the ingredients are fresh and the staff is friendly.
positive	FOOD#QUALITY	Reuben sandwich	5:20	Best Reuben sandwich ever!
positive	SERVICE#GENERAL	service	4:11	The service was excellent - friendly and attentive.
negative	FOOD#QUALITY	meal	43:47	We won't go to this place again for a good meal.
positive	FOOD#QUALITY	food	4:8	The food was good too.
positive	RESTAURANT#GENERAL	place	10:15	Fantastic place.
negative	SERVICE#GENERAL	hostess	55:62	I have tried to make reservations, but both times, the hostess didn't have my name.
positive	RESTAURANT#GENERAL	Jekyll and hyde Pub	27:46	We had a great time at the Jekyll and hyde Pub last night.
positive	FOOD#QUALITY	pad penang	6:16	Their pad penang is delicious and everything else is fantastic.
negative	RESTAURANT#GENERAL	restaurant	31:41	I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.
negative	SERVICE#GENERAL	girl	17:21	The frizzy retro girl (with winged/ Dame Edna glasses) will yell at you if you try to order a drink. 
negative	SERVICE#GENERAL	service	64:71	The real problem I had with this place was the complete lack of service.
neutral	LOCATION#GENERAL	location	4:12	The location and ambience is Ok but the food is what makes up for it.
positive	FOOD#QUALITY	Sea Bass	42:50	Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.
negative	SERVICE#GENERAL	waitress	32:40	I asked for a menu and the same waitress looked at my like I was insane.
positive	FOOD#QUALITY	stir fry blue crab	83:101	I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.
positive	FOOD#QUALITY	rock shrimp tempura	47:66	The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!
positive	FOOD#STYLE_OPTIONS	Prix Fixe menu	4:18	The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).
positive	FOOD#QUALITY	seafood spaghetti	30:47	Good food: my favorite is the seafood spaghetti.
positive	FOOD#QUALITY	mozzarella en Carozza	50:71	If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.
positive	AMBIENCE#GENERAL	atmosphere	23:33	While the ambiance and atmosphere were great, the food and service could have been a lot better.
positive	FOOD#STYLE_OPTIONS	menu	22:26	Great food, good size menu, great service and an unpretensious setting.
positive	SERVICE#GENERAL	staff	4:9	The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.
negative	FOOD#QUALITY	sushi	19:24	honestly the worst sushi my husband and i had in our entire lives.
positive	DRINKS#STYLE_OPTIONS	wine-by-the-glass	32:49	Wine list selection is good and wine-by-the-glass was generously filled to the top.
negative	FOOD#QUALITY	Chow fun	0:8	Chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family. 
positive	FOOD#QUALITY	Pakistani food	10:24	Authentic Pakistani food.
negative	SERVICE#GENERAL	manager	4:11	The manager finally said he would comp the two glasses of wine (which cost less than the food), and made it seem like a big concession.
positive	AMBIENCE#GENERAL	Ambience	0:8	Ambience is delightful, service impeccable.
negative	FOOD#QUALITY	stone bowl	34:44	The bibimbap was average, but the stone bowl wasn't even close to sizzling.
negative	FOOD#QUALITY	food	4:8	The food was actually aweful.
positive	AMBIENCE#GENERAL	place	23:28	The food was good, the place was clean and affordable.
positive	RESTAURANT#MISCELLANEOUS	Place	0:5	Place is open till late, no dress code.
positive	FOOD#STYLE_OPTIONS	portions	65:73	The food was pretty tradional but it was hot and good with large portions.
positive	AMBIENCE#GENERAL	blond wood decor	4:20	The blond wood decor is very soothing, the premium sake is excellent and the service is great.
positive	FOOD#STYLE_OPTIONS	cheff	59:64	I really loved the different and inovated touch that's the cheff gives to the food.
positive	FOOD#QUALITY	pizza	4:9	The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.
negative	AMBIENCE#GENERAL	place	4:9	The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.
positive	AMBIENCE#GENERAL	decor	26:31	Highly impressed from the decor to the food to the hospitality to the great night I had!
positive	FOOD#QUALITY	food	61:65	The prices were CHEAP compared to the quality of service and food.
positive	AMBIENCE#GENERAL	jazz duo	12:20	whoever the jazz duo was, they were on POINT.
positive	AMBIENCE#GENERAL	vibe	24:28	Best of all is the warm vibe, the owner is super friendly and service is fast.
neutral	RESTAURANT#MISCELLANEOUS	The Four Seasons	0:16	The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say "I've been to the four seasons restaurant".
negative	RESTAURANT#GENERAL	restaurant	34:44	I was very disappointed with this restaurant.
positive	RESTAURANT#GENERAL	restaurant	52:62	I must say I am surprised by the bad reviews of the restaurant earlier in the year, though.
negative	FOOD#PRICES	toppings	20:28	A large is $20, and toppings are about $3 each.
positive	AMBIENCE#GENERAL	atmosphere	4:14	The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.
positive	FOOD#QUALITY	lamb dishes	34:45	stick with the chicken, beef, and lamb dishes.
positive	FOOD#QUALITY	lox	4:7	The lox is always fresh too.
positive	RESTAURANT#GENERAL	place	37:42	Over all it was a very nice romantic place .
positive	FOOD#QUALITY	green tea tempura	67:84	They have a delicious banana chocolate dessert, as well as a great green tea tempura.
positive	FOOD#QUALITY	Indian Chinese	5:19	Best Indian Chinese in the city, by far!
positive	FOOD#QUALITY	dining	5:11	fine dining restaurant quality.
negative	SERVICE#GENERAL	customer service	127:143	For a restaurant with such a good reputation and that is usually so packed, there was no reason for such a lack of intelligent customer service.
positive	SERVICE#GENERAL	owner	4:9	The owner truly caters to all your needs.
positive	FOOD#QUALITY	indo-chinese food	123:140	The space is limited so be prepared to wait up to 45 minutes - 1 hour, but be richly rewarded when you savor the delicious indo-chinese food.
negative	FOOD#STYLE_OPTIONS	quesadilla	3:13	My quesadilla tasted like it had been made by a three-year old with no sense of proportion or flavor.
positive	RESTAURANT#GENERAL	Bloom's	7:14	Thanks Bloom's for a lovely trip.
positive	AMBIENCE#GENERAL	atmosphere	15:25	Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.
positive	RESTAURANT#GENERAL	place	5:10	This place is great.
positive	DRINKS#QUALITY	coffee	56:62	The cream cheeses are out of this world and I love that coffee!!
positive	FOOD#QUALITY	Beef noodle soup	0:16	Beef noodle soup is good as well.
positive	SERVICE#GENERAL	service	18:25	Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.
negative	AMBIENCE#GENERAL	place	4:9	The place is small and cramped but the food is fantastic.
negative	FOOD#STYLE_OPTIONS	fish	4:8	The fish was adequate, but inexpertly sliced.
positive	RESTAURANT#MISCELLANEOUS	place	9:14	Gorgeous place ideal for a romantic dinner
positive	SERVICE#GENERAL	service	75:82	The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.
positive	SERVICE#GENERAL	service	32:39	Great food, great prices, great service.
positive	LOCATION#GENERAL	view of river and NYC	5:26	Nice view of river and NYC.
positive	FOOD#QUALITY	fish	35:39	I've never had bad service and the fish is fresh and delicious.
positive	SERVICE#GENERAL	service	81:88	The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.
negative	SERVICE#GENERAL	customer service	65:81	Shame on this place for the horrible rude staff and non-existent customer service.
negative	FOOD#QUALITY	sushi	41:46	Quite frankly, this is some of the worst sushi I have ever tried.
positive	SERVICE#GENERAL	service	80:87	A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.
negative	SERVICE#GENERAL	service	4:11	The service varys from day to day- sometimes they're very nice, and sometimes not.
positive	LOCATION#GENERAL	place	16:21	This is a great place to take out-of-towners, and perfect for watching the sunset.
negative	SERVICE#GENERAL	bartender	14:23	Very immature bartender, didnt know how to make specific drinks, service was so slowwwww, the food was not fresh or warm, waitresses were busy flirting with men at the bar and werent very attentive to all the customers.
negative	SERVICE#GENERAL	hostess	4:11	The hostess is rude to the point of being offensive.
positive	RESTAURANT#GENERAL	Zenkichi	95:103	I don’t usually visit the same establishment more than once, what more twice, but I’ll come to Zenkichi anytime for a quiet, unhurried and memorable dinner.
positive	FOOD#QUALITY	Dal Bukhara	13:24	First of all Dal Bukhara Rocks.
negative	FOOD#QUALITY	frites	100:106	Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.
negative	SERVICE#GENERAL	staff	66:71	The dessert (we had a pear torte) was good - but, once again, the staff was unable to provide appropriate drink suggestions.
positive	FOOD#QUALITY	food	39:43	Highly impressed from the decor to the food to the hospitality to the great night I had!
positive	FOOD#QUALITY	large whole shrimp	101:119	The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).
positive	DRINKS#STYLE_OPTIONS	drink menu	11:21	Love their drink menu.
negative	FOOD#QUALITY	seafood tagliatelle	61:80	The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.
positive	SERVICE#GENERAL	service	4:11	The service is good and ambience is good for a date or group outing.
positive	FOOD#QUALITY	fusion twists	77:90	Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.
positive	AMBIENCE#GENERAL	place	48:53	Right off the L in Brooklyn this is a nice cozy place with good pizza.
positive	AMBIENCE#GENERAL	decor	4:9	The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.
positive	FOOD#QUALITY	thai food	103:112	Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .
positive	FOOD#QUALITY	chef	16:20	Hats off to the chef.
negative	SERVICE#GENERAL	service	47:54	I have never been so disgusted by both food an service.
positive	AMBIENCE#GENERAL	Ambiance	0:8	Ambiance- relaxed and stylish.
positive	DRINKS#QUALITY	drinks	101:107	The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.
positive	FOOD#QUALITY	tuna of gari	8:20	Get the tuna of gari.
positive	SERVICE#GENERAL	service	4:11	The service is good and the resturant is clean.
positive	FOOD#QUALITY	Indian Food	6:17	Great Indian Food!
positive	FOOD#QUALITY	dumplings	10:19	Excellent dumplings served amid clean, chic decor.
positive	FOOD#QUALITY	triple color and norwegetan rolls	27:60	They have great rolls, the triple color and norwegetan rolls, are awesome and filling.
positive	DRINKS#STYLE_OPTIONS	wine list	100:109	The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)
negative	FOOD#PRICES	food	117:121	I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.
negative	SERVICE#GENERAL	delivery guys	49:62	There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.
positive	AMBIENCE#GENERAL	place	4:9	The place itself is beautiful the bar scene seems to be happening.
negative	FOOD#QUALITY	food	42:46	The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.
positive	DRINKS#QUALITY	drinks	16:22	go here for the drinks!
positive	FOOD#QUALITY	Pizza	12:17	Super YUMMY Pizza!
positive	RESTAURANT#GENERAL	Al Di La	5:13	Love Al Di La
positive	FOOD#QUALITY	mussels in spicy tomato sauce	57:86	The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.
negative	FOOD#QUALITY	turnip cake	21:32	A few tips: skip the turnip cake, roast pork buns and egg custards.
positive	FOOD#QUALITY	food	29:33	Just straight up cheap, good food.
positive	FOOD#QUALITY	Food	0:4	Food is excellent.
positive	FOOD#QUALITY	food	4:8	The food was good.
positive	FOOD#QUALITY	Chinese food	25:37	Simply some good tasting Chinese food at incredible prices...
positive	FOOD#QUALITY	crust	77:82	Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!
neutral	FOOD#QUALITY	food	104:108	With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.
negative	SERVICE#GENERAL	waiter	54:60	Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.
positive	FOOD#QUALITY	fries	115:120	The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.
positive	AMBIENCE#GENERAL	bar	7:10	A cool bar with great food, and tons of excellent beer.
positive	DRINKS#QUALITY	wine	4:8	The wine the service was very good too.
positive	FOOD#QUALITY	Sushi	45:50	While their kitchen food is delicious, their Sushi is out of this world.
negative	AMBIENCE#GENERAL	restaurant	31:41	It's a rather cramped and busy restaurant and it closes early.
negative	FOOD#QUALITY	food	0:4	food was luke warm.
negative	RESTAURANT#MISCELLANEOUS	restaurant	31:41	It's a rather cramped and busy restaurant and it closes early.
positive	DRINKS#QUALITY	drinks	18:24	We love the food, drinks, and atmosphere!
positive	FOOD#PRICES	food	93:97	Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!
negative	SERVICE#GENERAL	staff	23:28	I'd be horrified if my staff were turning away customers so early and so rudely!
positive	SERVICE#GENERAL	servers	37:44	I go out to eat and like my courses, servers are patient and never rush courses or force another drink.
positive	DRINKS#QUALITY	sake	177:181	We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.
positive	FOOD#QUALITY	main course	13:24	However, our main course was wonderful.
positive	FOOD#QUALITY	food	4:8	The food here is rather good, but only if you like to wait for it.
negative	FOOD#QUALITY	spinach	61:68	It was served with skin, over a bed of extremely undercooked spinach and mashed potatoes.
positive	RESTAURANT#GENERAL	restaurant	44:54	I thanked my friend who recommended me this restaurant and will certainly recommend it to others.
negative	FOOD#QUALITY	food	211:215	By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!
positive	SERVICE#GENERAL	service	35:42	great food, great wine list, great service in a great neighborhood...
positive	DRINKS#QUALITY	martinis	29:37	We waited at the bar and had martinis that were just right.
positive	SERVICE#GENERAL	waiter	32:38	We were greeted promptly by the waiter who was very nice and cordial.
positive	FOOD#QUALITY	fish tacos	23:33	I highly recommend the fish tacos, everything else was ok.
negative	FOOD#QUALITY	grilled Mahi Mahi	79:96	Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice! 
positive	RESTAURANT#GENERAL	Red Eye Grill	27:40	You cannot go wrong at the Red Eye Grill.
positive	FOOD#QUALITY	toppings	12:20	Spreads and toppings are great - though a bit pricey.
positive	DRINKS#QUALITY	cocktail with Citrus Vodka and lemon and lime juice and mint leaves	17:84	The have a great cocktail with Citrus Vodka and lemon and lime juice and mint leaves that is to die for!
positive	FOOD#QUALITY	Cheese plate	0:12	Cheese plate is a varied delight and great bargain at $10.
positive	SERVICE#GENERAL	service	77:84	We have been to this place many times, and always have great food, wine, and service.
positive	FOOD#STYLE_OPTIONS	food	4:8	The food is all shared so we get to order together and eat together.
positive	FOOD#QUALITY	Pastrami	5:13	Best Pastrami I ever had and great portion without being ridiculous.
positive	SERVICE#GENERAL	staff	15:20	Winnie and her staff are the best crew you can find serving you.
positive	RESTAURANT#GENERAL	place	22:27	I generally like this place.
negative	FOOD#QUALITY	food	4:8	The food now is inconsistent.
positive	FOOD#QUALITY	risottos	31:39	The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.
positive	AMBIENCE#GENERAL	back garden sitting area	4:28	THe back garden sitting area is very pleasant, where you can see their personal herb garden.
positive	FOOD#QUALITY	sauces	23:29	The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.
positive	RESTAURANT#MISCELLANEOUS	place	28:33	great toppings definitely a place you need to check out for late night munchies or a mid day boost!
positive	SERVICE#GENERAL	staff	4:9	The staff is very good.
positive	FOOD#QUALITY	food	4:8	The food is wonderful, tasty and filling, and the service is professional and friendly.
positive	RESTAURANT#GENERAL	place	105:110	As a Japanese native, I've lived in the Tristate area for over 8 years, but I was just so amazed at this place.
positive	AMBIENCE#GENERAL	atmosphere	30:40	We love the food, drinks, and atmosphere!
positive	FOOD#PRICES	food	4:8	The food is flavorful, plentiful and reasonably priced.
negative	FOOD#QUALITY	soup for the udon	4:21	The soup for the udon was soy sauce and water.
positive	FOOD#QUALITY	food	34:38	The service was excellent and the food was delicious.
positive	RESTAURANT#GENERAL	restaurant	33:43	I highly recommend visiting this restaurant and having dinner and drinks!
positive	FOOD#QUALITY	food	36:40	Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.
positive	FOOD#QUALITY	sashimi	4:11	The sashimi is always fresh and the rolls are innovative and delicious.
positive	DRINKS#QUALITY	SEASONAL beer	34:47	(Always ask the bartender for the SEASONAL beer!!!
positive	FOOD#QUALITY	food	47:51	i've been to sapphire twice and both times the food was fine, if not good.
negative	RESTAURANT#GENERAL	PIZZA 33	3:11	NO PIZZA 33 for me!
positive	FOOD#QUALITY	food	61:65	The atmosphere is unheralded, the service impecible, and the food magnificant.
positive	SERVICE#GENERAL	service	72:79	We have gone for dinner only a few times but the same great quality and service is given.
positive	FOOD#QUALITY	desert	55:61	Nice atmosphere, the service was very pleasant and the desert was good.
positive	FOOD#QUALITY	hot dogs	6:14	great hot dogs..
positive	SERVICE#GENERAL	Greg	27:31	Servers are all different, Greg is my favorite.
positive	LOCATION#GENERAL	view	4:8	The view is breathtaking the service is top notch... the ambiance is wonderfull.
negative	FOOD#STYLE_OPTIONS	dessert	5:12	Tiny dessert was $8.00...just plain overpriced for what it is.
negative	RESTAURANT#PRICES	Bark	74:78	At first glance this place seems a bit pricey for a hot dog joint, but at Bark you don't just get your average hot dog.
positive	SERVICE#GENERAL	service	93:100	I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.
neutral	AMBIENCE#GENERAL	environment	4:15	The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.
negative	SERVICE#GENERAL	manager	4:11	The manager was rude and handled the situation extremely poorly.
positive	FOOD#QUALITY	food	39:43	The only thing more wonderful than the food (which is exceptional) is the service.
negative	FOOD#QUALITY	French Onion soup	43:60	The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way.
positive	FOOD#STYLE_OPTIONS	selection of thin crust pizza	37:66	This is a nice pizza place with good selection of thin crust pizza including the Basil slice.
negative	FOOD#QUALITY	entree	4:10	The entree was bland and small, dessert was not inspired.
positive	SERVICE#GENERAL	service	4:11	The service was extremely fast and attentive(thanks to the service button on your table) but I barely understood 1 word when the waiter took our order.
positive	FOOD#QUALITY	caviar	21:27	From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.
negative	FOOD#QUALITY	sauce	4:9	The sauce tasted more like Chinese fast food than decent Korean.
positive	FOOD#PRICES	Taiwanese food	10:24	Authentic Taiwanese food that's cheap... what more could you ask for?
negative	FOOD#QUALITY	nakgi-bokum	4:15	The nakgi-bokum was horrible.
negative	SERVICE#GENERAL	waiter	4:10	The waiter delivered our food while holding what appeared to be a plastic bag of garbage in one hand.
positive	FOOD#QUALITY	Food	0:4	Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.
positive	SERVICE#GENERAL	seating	29:36	Great friendly service, Fast seating, Fast Delivery, Excellent sushi.
negative	FOOD#QUALITY	Sauce	0:5	Sauce was watery and the food didn't have much flavor.
positive	FOOD#QUALITY	asparagus, truffle oil, parmesan bruschetta	5:48	(The asparagus, truffle oil, parmesan bruschetta is a winner!)
positive	FOOD#QUALITY	food	4:8	The food is tasty and portion sizes are appropriate.
negative	DRINKS#STYLE_OPTIONS	beer	17:21	There was no tap beer that evening, which was a disappointment. 
positive	SERVICE#GENERAL	service	4:11	The service is excellent, the decor is great, and the food is delicious and comes in large portions.
negative	FOOD#QUALITY	vegetarian dish	22:37	Rather than preparing vegetarian dish, the chef presented me with a plate of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).
positive	AMBIENCE#GENERAL	place	30:35	Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.
positive	RESTAURANT#MISCELLANEOUS	crowd	65:70	In the evening, this place attracted a well dressed, with it, NY crowd.
negative	SERVICE#GENERAL	staff	149:154	Mistakes happen, but they are usually accompanied by an apology, perhaps even a glass of wine...but not the grunt that we received from the Al Di La staff.
positive	SERVICE#GENERAL	service	4:11	The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!
positive	FOOD#PRICES	rice dishes	66:77	And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).
